FinalID,sch_start_B_0,sch_start_E,sch_start_E_h,sch_start_T_h,bri_start_B_0,bri_start_T_0,bri_start_T_m,cub_start_B_0,cub_start_B_1,cub_start_B_2,cub_start_B_3,sch_final_B_0,sch_final_E,sch_final_E_h,sch_final_T_h,bri_final_B_0,bri_final_T_0,bri_final_T_m,cub_final_B_0,cub_final_B_1,cub_final_B_2,cub_final_B_3,Est_Tpk,Max_response,sch_R_Squared,sch_AICc,sch_BIC,bri_R_Squared,bri_AICc,bri_BIC,cub_R_Squared,cub_AICc,cub_BIC,sch_delta_AICc,bri_delta_AICc,cub_delta_AICc,sch_Wi_AICc,bri_Wi_AICc,cub_Wi_AICc,Number_Of_Data_Points,Points_Before_Peak,Points_After_Peak
MTD2105,7.42229e-05,0.66,1.15,313.15,0.01,278.15,313.15,0.0,0.0,0.0,0.0,1.9375316883802842e-05,0.8668566193228187,6.599999999680697,305.7335515850969,2.7539238614268445e-09,269.80624755060506,314.1833922285678,0.7676794464846806,-0.007835959716486991,2.663821534220209e-05,-3.015623586005112e-08,303.15,0.000193635,0.5766027267507079,-142.37289275791528,-155.3884599245293,0.1319060127229018,-145.9623135270822,-151.7239889020427,0.40471783893885105,-139.64709599904523,-152.66266316565924,3.5894207691669067,0.0,6.315217528036953,0.13748256455190752,0.8273331788657213,0.03518425658237118,8.0,6.0,2.0
MTD2106,1.0001283864,0.66,1.15,313.15,0.01,278.15,313.15,0.0,0.0,0.0,0.0,1.0090639407533533,0.2000002251407576,0.7600000000599814,308.36855195926955,1.3286532802317419e-06,0.00028629158259043384,370.9163045704414,1.6015877607942561,-0.00631033452490749,2.203376306477216e-05,-2.5602199312918217e-08,298.15,1.0003704279999999,-978309.1835617914,-16.032038805570117,-29.04760597218411,-4350.8691932862275,-68.6871427664539,-74.44881814141439,0.7247020219599714,-136.69990497571516,-149.71547214232916,120.66786617014503,68.01276220926125,0.0,6.270552230251638e-27,1.7030066222978331e-15,0.9999999999999982,8.0,4.0,4.0
MTD2107,3.06165e-05,0.66,1.15,303.15,0.01,273.15,303.15,0.0,0.0,0.0,0.0,3.15559308986469e-05,0.6286946248536451,1.8160522570806763,298.1500006032177,2.3824329284493557e-09,271.86508231721,306.65754316243726,0.17052468244773875,-0.0018086790624487863,6.384746710266193e-06,-7.499806559406842e-09,298.15,5.9879399999999995e-05,0.9675755043010873,-149.44459086374113,-169.66095026751987,0.9428779753610795,-159.48066176504116,-167.64293131787522,0.9808925081941141,-153.14642660933407,-173.3627860131128,10.036070901300036,0.0,6.334235155707091,0.006309952415087476,0.9535230377380824,0.0401670098468301,7.0,2.0,5.0
MTD2108,3.8013000000000003e-05,0.66,1.15,303.15,0.01,273.15,303.15,0.0,0.0,0.0,0.0,4.578230404161723e-05,0.5049447201148436,1.2489984725644812,302.37706123643045,1.6885267414127105e-09,267.8573149129101,326.6985642500938,0.13774100700758032,-0.001449431089676474,5.073929630675957e-06,-5.906622137814248e-09,298.15,8.71007e-05,0.9776332455804193,-147.34544184916984,-167.56180125294858,0.9539552075578965,-156.29116889982384,-164.4534384526579,0.9781880167639161,-147.5212550404396,-167.73761444421834,8.945727050654,0.0,8.769913859384246,0.011148381907381787,0.9766788545122788,0.012172763580339422,7.0,5.0,2.0
MTD2109,0.000117784,0.66,1.15,303.15,0.01,273.15,303.15,0.0,0.0,0.0,0.0,0.00010256933004149347,0.34595233293332495,6.599999767982624,303.9284939584959,4.671867333273392e-09,267.9930883486568,316.6888744514841,0.3564100221979676,-0.0037589999962421862,1.3192237413657652e-05,-1.540082196656903e-08,298.15,0.00020869,0.9395950453761802,-129.78044353902283,-149.99680294280157,0.9010781690471932,-140.3276317980452,-148.48990135087925,0.9327367149121121,-129.02763963419733,-149.24399903797607,10.547188259022363,0.0,11.299992163847861,0.0050812413713583705,0.9914313684949535,0.0034873901336881477,7.0,2.0,5.0
MTD2110,2.31933e-05,0.66,1.15,313.15,0.01,268.15,313.15,0.0,0.0,0.0,0.0,2.0639739894689547e-05,0.6453193214591131,0.7600224989079744,313.15,6.19887075037453e-10,271.5692446061172,499.99999873571966,-0.01712390415291898,0.00019238156101510166,-7.22186422974557e-07,9.063715587396158e-10,313.15,0.000134178,0.9847118358813863,-174.98560900539192,-188.00117617200593,0.880770229303922,-167.88715405390315,-173.64882942886365,0.999473645466026,-201.9364827360965,-214.9520499027105,26.950873730704586,34.04932868219336,0.0,1.4050490977193404e-06,4.0390719789880545e-08,0.9999985545601825,8.0,2.0,6.0
MTD2111,2.1071999999999997e-05,0.66,1.15,313.15,0.01,268.15,313.15,0.0,0.0,0.0,0.0,2.2243339461113696e-05,0.36326686178705486,1.2886892750071977,312.16102440887397,6.343164536777302e-10,263.39791920097406,334.4690742909732,0.037165078708827556,-0.0003894421392007046,1.3559698716821488e-06,-1.5675995470843924e-09,303.15,4.7275500000000005e-05,0.9949874366407387,-201.34603582135185,-214.36160298796585,0.9240651910986228,-188.93594706055148,-194.697622435512,0.9933976940749986,-199.14226351907948,-212.15783068569348,0.0,12.410088760800363,2.2037723022723696,0.7494773990862679,0.0015133591489740375,0.24900924176475814,8.0,1.0,7.0
MTD2112,4.51675e-05,0.66,1.15,313.15,0.01,268.15,313.15,0.0,0.0,0.0,0.0,3.9674858128004534e-05,0.7040617182335565,0.7600237322896669,313.15,1.6343728202525113e-09,273.4202316025007,499.999916872923,-0.02686521687469528,0.0003138891629731112,-1.2241349670978164e-06,1.5934829063818896e-09,313.15,0.000318139,0.9971399532719033,-140.3807350763833,-160.59709448016204,0.9277272858080512,-131.77347419269037,-139.93574374552443,0.9985800660728705,-145.28232843635814,-165.49868784013688,4.901593359974839,13.50885424366777,0.0,0.07929521153524022,0.001072022767540216,0.9196327656972196,7.0,7.0,0.0
MTD2113,2.18114e-05,0.66,1.15,313.15,0.01,268.15,313.15,0.0,0.0,0.0,0.0,2.281060783824941e-05,0.7310144678201167,1.2345300235258656,303.15000004895967,1.0532426383918444e-09,269.7472049850883,346.1927001949258,0.09253001243146076,-0.0009655180376725766,3.3477371435949008e-06,-3.855410614737855e-09,303.15,8.18322e-05,0.9979567574047153,-160.63276466658434,-180.84912407036308,0.9189660354501893,-148.87045236501626,-157.03272191785032,0.9992180658519401,-167.35642430188778,-187.57278370566652,6.723659635303449,18.485971936871522,0.0,0.033506775987230265,9.35360398390811e-05,0.9663996879729307,7.0,1.0,6.0
MTD2140,0.000271429,0.66,1.15,305.15,0.01,289.15,305.15,0.0,0.0,0.0,0.0,0.002061233097815027,0.4999225585843819,6.340329037809857,387.40605085192016,1.4276364656890642e-06,290.3945907417512,305.5556649173939,507.1597886567894,-5.152677599356754,0.01744489275647169,-1.968095510121589e-05,301.15,0.013042857,0.29766294740594523,-83.72287891062126,-92.93398060127639,0.8204881842028927,-103.20043040955235,-107.40875667754369,0.9421189794982183,-106.18709390041579,-115.39819559107092,22.464214989794527,2.9866634908634353,0.0,1.0813108968487541e-05,0.18342019384012434,0.8165689930509072,9.0,5.0,4.0
MTD2143,3.35987e-11,0.66,1.15,305.15,0.01,289.15,305.15,0.0,0.0,0.0,0.0,1.270486354806127e-11,0.8724584495110712,1.180740725323079,305.15,1.1583952868126086e-14,289.1496965157557,305.1500004805681,6.381397532864063e-07,-6.441879533107436e-09,2.1655748657346746e-11,-2.4240761424067914e-14,305.15,1.1839600000000002e-10,0.6523692771159233,-427.686435305496,-436.89753699615113,-1.1690610924397014,-418.4082551930747,-422.61658146106606,0.9907532927466933,-460.3282946427272,-469.53939633338234,32.64185933723121,41.920039449652506,0.0,8.164136731479042e-08,7.89185427180319e-10,0.9999999175694473,9.0,8.0,1.0
