FinalID,ConTemp_K,OriginalTraitValue,StandardisedTraitName
MTD2227,310.15,0.0,Radial Growth Rate
MTD2227,281.15,0.0,Radial Growth Rate
MTD2228,298.15,3.1,Radial Growth Rate
MTD2228,281.15,0.0,Radial Growth Rate
MTD2228,284.15,0.3,Radial Growth Rate
MTD2228,288.15,0.7,Radial Growth Rate
MTD2228,293.15,2.4,Radial Growth Rate
MTD2228,308.15,0.4,Radial Growth Rate
MTD2228,301.15,3.4,Radial Growth Rate
MTD2228,303.15,3.3,Radial Growth Rate
MTD2228,305.15,3.0,Radial Growth Rate
MTD2228,310.15,0.0,Radial Growth Rate
MTD2229,310.15,0.0,Radial Growth Rate
MTD2229,281.15,0.4,Radial Growth Rate
MTD2229,293.15,2.2,Radial Growth Rate
MTD2229,301.15,3.5,Radial Growth Rate
MTD2229,298.15,3.3,Radial Growth Rate
MTD2229,308.15,0.1,Radial Growth Rate
MTD2229,284.15,0.8,Radial Growth Rate
MTD2229,288.15,1.1,Radial Growth Rate
MTD2229,303.15,3.1,Radial Growth Rate
MTD2229,305.15,1.1,Radial Growth Rate
MTD2230,281.15,0.0,Radial Growth Rate
MTD2230,284.15,0.0,Radial Growth Rate
MTD2230,288.15,0.7,Radial Growth Rate
MTD2230,298.15,3.2,Radial Growth Rate
MTD2230,293.15,2.3,Radial Growth Rate
MTD2230,303.15,3.2,Radial Growth Rate
MTD2230,305.15,2.4,Radial Growth Rate
MTD2230,308.15,1.0,Radial Growth Rate
MTD2230,310.15,0.0,Radial Growth Rate
MTD2230,301.15,3.4,Radial Growth Rate
MTD2231,293.15,2.8,Radial Growth Rate
MTD2231,301.15,3.9,Radial Growth Rate
MTD2231,284.15,0.0,Radial Growth Rate
MTD2231,288.15,1.0,Radial Growth Rate
MTD2231,281.15,0.0,Radial Growth Rate
MTD2231,305.15,3.3,Radial Growth Rate
MTD2231,310.15,0.0,Radial Growth Rate
MTD2231,298.15,3.5,Radial Growth Rate
MTD2231,303.15,4.1,Radial Growth Rate
MTD2231,308.15,0.5,Radial Growth Rate
MTD2232,308.15,0.9,Radial Growth Rate
MTD2232,284.15,0.0,Radial Growth Rate
MTD2232,305.15,2.8,Radial Growth Rate
MTD2232,303.15,4.1,Radial Growth Rate
MTD2232,301.15,3.9,Radial Growth Rate
MTD2232,293.15,2.7,Radial Growth Rate
MTD2232,288.15,0.9,Radial Growth Rate
MTD2232,281.15,0.0,Radial Growth Rate
MTD2232,298.15,3.5,Radial Growth Rate
MTD2232,310.15,0.0,Radial Growth Rate
MTD2233,305.15,2.2,Radial Growth Rate
MTD2233,310.15,0.0,Radial Growth Rate
MTD2233,308.15,0.4,Radial Growth Rate
MTD2233,303.15,2.9,Radial Growth Rate
MTD2233,298.15,3.0,Radial Growth Rate
MTD2233,284.15,0.2,Radial Growth Rate
MTD2233,293.15,2.2,Radial Growth Rate
MTD2233,281.15,0.0,Radial Growth Rate
MTD2233,288.15,0.7,Radial Growth Rate
MTD2233,301.15,3.0,Radial Growth Rate
MTD2234,281.15,0.1,Radial Growth Rate
MTD2234,308.15,0.5,Radial Growth Rate
MTD2234,284.15,0.1,Radial Growth Rate
MTD2234,288.15,0.5,Radial Growth Rate
MTD2234,293.15,1.8,Radial Growth Rate
MTD2234,298.15,2.3,Radial Growth Rate
MTD2234,303.15,2.8,Radial Growth Rate
MTD2234,305.15,1.8,Radial Growth Rate
MTD2234,301.15,2.9,Radial Growth Rate
MTD2234,310.15,0.0,Radial Growth Rate
MTD2235,301.15,4.03,Radial Growth Rate
MTD2235,303.15,3.08,Radial Growth Rate
MTD2235,298.15,5.15,Radial Growth Rate
MTD2235,288.15,1.78,Radial Growth Rate
MTD2235,284.15,0.87,Radial Growth Rate
MTD2235,281.15,0.0,Radial Growth Rate
MTD2235,293.15,3.9,Radial Growth Rate
MTD2235,308.15,0.0,Radial Growth Rate
MTD2235,305.15,1.36,Radial Growth Rate
MTD2236,301.15,3.95,Radial Growth Rate
MTD2236,281.15,0.27,Radial Growth Rate
MTD2236,284.15,0.94,Radial Growth Rate
MTD2236,288.15,1.35,Radial Growth Rate
MTD2236,293.15,2.8,Radial Growth Rate
MTD2236,303.15,1.83,Radial Growth Rate
MTD2236,305.15,0.32,Radial Growth Rate
MTD2236,308.15,0.0,Radial Growth Rate
MTD2236,298.15,3.68,Radial Growth Rate
MTD2237,284.15,0.77,Radial Growth Rate
MTD2237,281.15,0.48,Radial Growth Rate
MTD2237,298.15,4.05,Radial Growth Rate
MTD2237,301.15,3.53,Radial Growth Rate
MTD2237,305.15,0.89,Radial Growth Rate
MTD2237,303.15,2.39,Radial Growth Rate
MTD2237,288.15,2.5,Radial Growth Rate
MTD2237,293.15,3.73,Radial Growth Rate
MTD2237,308.15,0.0,Radial Growth Rate
MTD2238,298.15,3.92,Radial Growth Rate
MTD2238,293.15,3.51,Radial Growth Rate
MTD2238,303.15,2.54,Radial Growth Rate
MTD2238,305.15,0.7,Radial Growth Rate
MTD2238,308.15,0.0,Radial Growth Rate
MTD2238,284.15,0.67,Radial Growth Rate
MTD2238,281.15,0.49,Radial Growth Rate
MTD2238,288.15,2.14,Radial Growth Rate
MTD2238,301.15,3.61,Radial Growth Rate
MTD2239,293.15,2.71,Radial Growth Rate
MTD2239,281.15,0.29,Radial Growth Rate
MTD2239,301.15,3.3,Radial Growth Rate
MTD2239,305.15,0.73,Radial Growth Rate
MTD2239,308.15,0.0,Radial Growth Rate
MTD2239,303.15,2.2,Radial Growth Rate
MTD2239,284.15,0.76,Radial Growth Rate
MTD2239,298.15,3.29,Radial Growth Rate
MTD2239,288.15,1.94,Radial Growth Rate
MTD2240,301.15,3.62,Radial Growth Rate
MTD2240,303.15,2.08,Radial Growth Rate
MTD2240,308.15,0.0,Radial Growth Rate
MTD2240,305.15,0.83,Radial Growth Rate
MTD2240,281.15,0.0,Radial Growth Rate
MTD2240,293.15,2.82,Radial Growth Rate
MTD2240,298.15,3.7,Radial Growth Rate
MTD2240,284.15,1.11,Radial Growth Rate
MTD2240,288.15,1.68,Radial Growth Rate
MTD2241,308.15,0.0,Radial Growth Rate
MTD2241,301.15,3.95,Radial Growth Rate
MTD2241,284.15,0.82,Radial Growth Rate
MTD2241,281.15,0.34,Radial Growth Rate
MTD2241,298.15,3.75,Radial Growth Rate
MTD2241,305.15,1.03,Radial Growth Rate
MTD2241,293.15,3.27,Radial Growth Rate
MTD2241,288.15,1.88,Radial Growth Rate
MTD2241,303.15,2.34,Radial Growth Rate
MTD2242,298.15,3.57,Radial Growth Rate
MTD2242,305.15,0.0,Radial Growth Rate
MTD2242,308.15,0.0,Radial Growth Rate
MTD2242,303.15,0.26,Radial Growth Rate
MTD2242,301.15,0.61,Radial Growth Rate
MTD2242,293.15,4.29,Radial Growth Rate
MTD2242,281.15,1.17,Radial Growth Rate
MTD2242,284.15,1.45,Radial Growth Rate
MTD2242,288.15,2.24,Radial Growth Rate
MTD2243,293.15,5.01,Radial Growth Rate
MTD2243,301.15,1.68,Radial Growth Rate
MTD2243,288.15,3.12,Radial Growth Rate
MTD2243,284.15,1.93,Radial Growth Rate
MTD2243,308.15,0.0,Radial Growth Rate
MTD2243,281.15,1.42,Radial Growth Rate
MTD2243,303.15,0.81,Radial Growth Rate
MTD2243,298.15,4.71,Radial Growth Rate
MTD2243,305.15,0.02,Radial Growth Rate
MTD2244,284.15,1.53,Radial Growth Rate
MTD2244,303.15,0.26,Radial Growth Rate
MTD2244,305.15,0.0,Radial Growth Rate
MTD2244,308.15,0.0,Radial Growth Rate
MTD2244,293.15,3.84,Radial Growth Rate
MTD2244,298.15,4.39,Radial Growth Rate
MTD2244,281.15,1.31,Radial Growth Rate
MTD2244,301.15,0.91,Radial Growth Rate
MTD2244,288.15,2.35,Radial Growth Rate
MTD2245,303.15,0.0,Radial Growth Rate
MTD2245,305.15,0.0,Radial Growth Rate
MTD2245,301.15,2.34,Radial Growth Rate
MTD2245,298.15,3.73,Radial Growth Rate
MTD2245,288.15,1.94,Radial Growth Rate
MTD2245,284.15,0.8,Radial Growth Rate
MTD2245,281.15,0.66,Radial Growth Rate
MTD2245,293.15,3.71,Radial Growth Rate
MTD2245,308.15,0.0,Radial Growth Rate
MTD2246,288.15,2.37,Radial Growth Rate
MTD2246,305.15,0.0,Radial Growth Rate
MTD2246,293.15,3.56,Radial Growth Rate
MTD2246,308.15,0.0,Radial Growth Rate
MTD2246,303.15,0.55,Radial Growth Rate
MTD2246,301.15,0.98,Radial Growth Rate
MTD2246,281.15,1.11,Radial Growth Rate
MTD2246,298.15,3.54,Radial Growth Rate
MTD2246,284.15,1.53,Radial Growth Rate
MTD2247,293.15,3.66,Radial Growth Rate
MTD2247,288.15,2.45,Radial Growth Rate
MTD2247,284.15,1.56,Radial Growth Rate
MTD2247,281.15,1.32,Radial Growth Rate
MTD2247,308.15,0.0,Radial Growth Rate
MTD2247,305.15,0.0,Radial Growth Rate
MTD2247,303.15,0.16,Radial Growth Rate
MTD2247,301.15,0.48,Radial Growth Rate
MTD2247,298.15,3.63,Radial Growth Rate
MTD2248,301.15,1.19,Radial Growth Rate
MTD2248,303.15,0.37,Radial Growth Rate
MTD2248,308.15,0.0,Radial Growth Rate
MTD2248,305.15,0.0,Radial Growth Rate
MTD2248,288.15,2.53,Radial Growth Rate
MTD2248,293.15,4.89,Radial Growth Rate
MTD2248,284.15,1.81,Radial Growth Rate
MTD2248,298.15,5.1,Radial Growth Rate
MTD2248,281.15,0.88,Radial Growth Rate
MTD2249,284.15,1.78,Radial Growth Rate
MTD2249,308.15,0.0,Radial Growth Rate
MTD2249,305.15,0.0,Radial Growth Rate
MTD2249,288.15,2.81,Radial Growth Rate
MTD2249,281.15,0.87,Radial Growth Rate
MTD2249,293.15,4.41,Radial Growth Rate
MTD2249,298.15,3.45,Radial Growth Rate
MTD2249,301.15,0.74,Radial Growth Rate
MTD2249,303.15,0.02,Radial Growth Rate
MTD2250,284.15,1.44,Radial Growth Rate
MTD2250,281.15,1.12,Radial Growth Rate
MTD2250,298.15,3.73,Radial Growth Rate
MTD2250,293.15,3.34,Radial Growth Rate
MTD2250,301.15,0.65,Radial Growth Rate
MTD2250,303.15,0.25,Radial Growth Rate
MTD2250,305.15,0.0,Radial Growth Rate
MTD2250,308.15,0.0,Radial Growth Rate
MTD2250,288.15,2.62,Radial Growth Rate
MTD2251,288.15,2.68,Radial Growth Rate
MTD2251,298.15,5.15,Radial Growth Rate
MTD2251,284.15,2.19,Radial Growth Rate
MTD2251,293.15,4.83,Radial Growth Rate
MTD2251,308.15,0.0,Radial Growth Rate
MTD2251,281.15,0.49,Radial Growth Rate
MTD2251,301.15,1.78,Radial Growth Rate
MTD2251,303.15,0.0,Radial Growth Rate
MTD2251,305.15,0.0,Radial Growth Rate
MTD2252,308.15,0.0,Radial Growth Rate
MTD2252,301.15,3.69,Radial Growth Rate
MTD2252,305.15,1.41,Radial Growth Rate
MTD2252,303.15,3.82,Radial Growth Rate
MTD2252,284.15,1.31,Radial Growth Rate
MTD2252,298.15,3.47,Radial Growth Rate
MTD2252,293.15,2.88,Radial Growth Rate
MTD2252,281.15,0.46,Radial Growth Rate
MTD2252,288.15,1.77,Radial Growth Rate
MTD2253,298.15,3.75,Radial Growth Rate
MTD2253,301.15,4.18,Radial Growth Rate
MTD2253,308.15,0.0,Radial Growth Rate
MTD2253,303.15,2.77,Radial Growth Rate
MTD2253,288.15,1.91,Radial Growth Rate
MTD2253,284.15,0.53,Radial Growth Rate
MTD2253,281.15,0.37,Radial Growth Rate
MTD2253,293.15,2.94,Radial Growth Rate
MTD2253,305.15,1.47,Radial Growth Rate
MTD2254,305.15,1.1,Radial Growth Rate
MTD2254,303.15,2.93,Radial Growth Rate
MTD2254,301.15,4.07,Radial Growth Rate
MTD2254,308.15,0.0,Radial Growth Rate
MTD2254,281.15,0.38,Radial Growth Rate
MTD2254,298.15,4.09,Radial Growth Rate
MTD2254,284.15,0.75,Radial Growth Rate
MTD2254,288.15,1.91,Radial Growth Rate
MTD2254,293.15,3.39,Radial Growth Rate
MTD2255,298.15,3.55,Radial Growth Rate
MTD2255,284.15,0.53,Radial Growth Rate
MTD2255,305.15,1.69,Radial Growth Rate
MTD2255,293.15,3.09,Radial Growth Rate
MTD2255,288.15,1.84,Radial Growth Rate
MTD2255,281.15,0.53,Radial Growth Rate
MTD2255,308.15,0.0,Radial Growth Rate
MTD2255,303.15,3.08,Radial Growth Rate
MTD2255,301.15,3.73,Radial Growth Rate
MTD2256,308.15,0.0,Radial Growth Rate
MTD2256,305.15,1.81,Radial Growth Rate
MTD2256,303.15,3.41,Radial Growth Rate
MTD2256,284.15,1.14,Radial Growth Rate
MTD2256,288.15,1.8,Radial Growth Rate
MTD2256,293.15,3.02,Radial Growth Rate
MTD2256,298.15,4.18,Radial Growth Rate
MTD2256,301.15,3.54,Radial Growth Rate
MTD2256,281.15,0.35,Radial Growth Rate
MTD2257,284.15,0.56,Radial Growth Rate
MTD2257,298.15,3.5,Radial Growth Rate
MTD2257,293.15,3.01,Radial Growth Rate
MTD2257,288.15,2.11,Radial Growth Rate
MTD2257,281.15,0.47,Radial Growth Rate
MTD2257,305.15,1.86,Radial Growth Rate
MTD2257,301.15,3.74,Radial Growth Rate
MTD2257,303.15,3.13,Radial Growth Rate
MTD2257,308.15,0.0,Radial Growth Rate
MTD2258,288.15,2.0,Radial Growth Rate
MTD2258,281.15,0.41,Radial Growth Rate
MTD2258,305.15,1.92,Radial Growth Rate
MTD2258,293.15,3.27,Radial Growth Rate
MTD2258,298.15,4.25,Radial Growth Rate
MTD2258,301.15,3.51,Radial Growth Rate
MTD2258,308.15,0.0,Radial Growth Rate
MTD2258,284.15,0.64,Radial Growth Rate
MTD2258,303.15,2.99,Radial Growth Rate
MTD2259,298.15,3.51,Radial Growth Rate
MTD2259,281.15,0.4,Radial Growth Rate
MTD2259,284.15,0.87,Radial Growth Rate
MTD2259,308.15,0.0,Radial Growth Rate
MTD2259,303.15,3.72,Radial Growth Rate
MTD2259,301.15,3.8,Radial Growth Rate
MTD2259,305.15,1.32,Radial Growth Rate
MTD2259,293.15,3.05,Radial Growth Rate
MTD2259,288.15,1.84,Radial Growth Rate
MTD2260,288.15,1.84,Radial Growth Rate
MTD2260,303.15,2.53,Radial Growth Rate
MTD2260,301.15,4.09,Radial Growth Rate
MTD2260,281.15,0.42,Radial Growth Rate
MTD2260,293.15,2.7,Radial Growth Rate
MTD2260,284.15,1.41,Radial Growth Rate
MTD2260,305.15,0.62,Radial Growth Rate
MTD2260,298.15,3.8,Radial Growth Rate
MTD2260,308.15,0.0,Radial Growth Rate
MTD2261,298.15,3.65,Radial Growth Rate
MTD2261,308.15,0.0,Radial Growth Rate
MTD2261,281.15,0.0,Radial Growth Rate
MTD2261,303.15,2.9,Radial Growth Rate
MTD2261,301.15,4.12,Radial Growth Rate
MTD2261,305.15,1.07,Radial Growth Rate
MTD2261,293.15,3.46,Radial Growth Rate
MTD2261,284.15,1.12,Radial Growth Rate
MTD2261,288.15,1.97,Radial Growth Rate
MTD2262,281.15,0.33,Radial Growth Rate
MTD2262,288.15,2.05,Radial Growth Rate
MTD2262,301.15,3.85,Radial Growth Rate
MTD2262,305.15,0.89,Radial Growth Rate
MTD2262,293.15,3.59,Radial Growth Rate
MTD2262,308.15,0.41,Radial Growth Rate
MTD2262,298.15,4.12,Radial Growth Rate
MTD2262,284.15,0.97,Radial Growth Rate
MTD2262,303.15,3.3,Radial Growth Rate
MTD2263,301.15,4.08,Radial Growth Rate
MTD2263,284.15,1.26,Radial Growth Rate
MTD2263,281.15,0.43,Radial Growth Rate
MTD2263,298.15,4.44,Radial Growth Rate
MTD2263,303.15,2.51,Radial Growth Rate
MTD2263,305.15,1.1,Radial Growth Rate
MTD2263,308.15,0.02,Radial Growth Rate
MTD2263,288.15,1.92,Radial Growth Rate
MTD2263,293.15,3.31,Radial Growth Rate
MTD2264,284.15,0.97,Radial Growth Rate
MTD2264,298.15,4.62,Radial Growth Rate
MTD2264,293.15,3.64,Radial Growth Rate
MTD2264,305.15,1.17,Radial Growth Rate
MTD2264,281.15,0.44,Radial Growth Rate
MTD2264,308.15,0.0,Radial Growth Rate
MTD2264,301.15,4.26,Radial Growth Rate
MTD2264,288.15,2.85,Radial Growth Rate
MTD2264,303.15,3.14,Radial Growth Rate
MTD2265,308.15,0.0,Radial Growth Rate
MTD2265,281.15,0.36,Radial Growth Rate
MTD2265,298.15,3.87,Radial Growth Rate
MTD2265,305.15,0.69,Radial Growth Rate
MTD2265,288.15,1.68,Radial Growth Rate
MTD2265,303.15,2.21,Radial Growth Rate
MTD2265,301.15,4.56,Radial Growth Rate
MTD2265,284.15,0.95,Radial Growth Rate
MTD2265,293.15,3.08,Radial Growth Rate
MTD2266,293.15,2.74,Radial Growth Rate
MTD2266,284.15,0.6,Radial Growth Rate
MTD2266,298.15,3.64,Radial Growth Rate
MTD2266,303.15,2.54,Radial Growth Rate
MTD2266,308.15,0.0,Radial Growth Rate
MTD2266,281.15,0.32,Radial Growth Rate
MTD2266,301.15,3.6,Radial Growth Rate
MTD2266,305.15,0.87,Radial Growth Rate
MTD2266,288.15,1.88,Radial Growth Rate
MTD2267,301.15,3.58,Radial Growth Rate
MTD2267,305.15,0.93,Radial Growth Rate
MTD2267,293.15,2.67,Radial Growth Rate
MTD2267,281.15,0.51,Radial Growth Rate
MTD2267,288.15,2.05,Radial Growth Rate
MTD2267,284.15,0.64,Radial Growth Rate
MTD2267,298.15,3.85,Radial Growth Rate
MTD2267,308.15,0.0,Radial Growth Rate
MTD2267,303.15,2.96,Radial Growth Rate
MTD2268,308.15,0.0,Radial Growth Rate
MTD2268,305.15,0.43,Radial Growth Rate
MTD2268,303.15,3.11,Radial Growth Rate
MTD2268,281.15,0.1,Radial Growth Rate
MTD2268,293.15,2.95,Radial Growth Rate
MTD2268,288.15,1.76,Radial Growth Rate
MTD2268,284.15,0.88,Radial Growth Rate
MTD2268,298.15,3.4,Radial Growth Rate
MTD2268,301.15,3.76,Radial Growth Rate
MTD2269,293.15,3.32,Radial Growth Rate
MTD2269,305.15,0.75,Radial Growth Rate
MTD2269,308.15,0.0,Radial Growth Rate
MTD2269,303.15,3.52,Radial Growth Rate
MTD2269,298.15,4.27,Radial Growth Rate
MTD2269,281.15,0.36,Radial Growth Rate
MTD2269,301.15,4.29,Radial Growth Rate
MTD2269,284.15,0.7,Radial Growth Rate
MTD2269,288.15,2.16,Radial Growth Rate
MTD2270,284.15,1.07,Radial Growth Rate
MTD2270,308.15,0.0,Radial Growth Rate
MTD2270,281.15,0.45,Radial Growth Rate
MTD2270,305.15,0.63,Radial Growth Rate
MTD2270,303.15,1.97,Radial Growth Rate
MTD2270,301.15,3.85,Radial Growth Rate
MTD2270,298.15,3.97,Radial Growth Rate
MTD2270,293.15,2.66,Radial Growth Rate
MTD2270,288.15,1.98,Radial Growth Rate
MTD2271,288.15,2.02,Radial Growth Rate
MTD2271,308.15,0.0,Radial Growth Rate
MTD2271,284.15,0.59,Radial Growth Rate
MTD2271,305.15,1.55,Radial Growth Rate
MTD2271,303.15,3.16,Radial Growth Rate
MTD2271,301.15,4.31,Radial Growth Rate
MTD2271,293.15,3.07,Radial Growth Rate
MTD2271,298.15,3.9,Radial Growth Rate
MTD2271,281.15,0.48,Radial Growth Rate
MTD2272,293.15,3.7668,Radial Growth Rate
MTD2272,288.15,2.365,Radial Growth Rate
MTD2272,284.15,1.6641,Radial Growth Rate
MTD2272,281.15,1.2556,Radial Growth Rate
MTD2272,301.15,3.6464,Radial Growth Rate
MTD2272,303.15,1.591,Radial Growth Rate
MTD2272,305.15,0.5633,Radial Growth Rate
MTD2272,298.15,4.3,Radial Growth Rate
MTD2272,310.15,0.0,Radial Growth Rate
MTD2272,308.15,0.0,Radial Growth Rate
MTD2273,301.15,4.5,Radial Growth Rate
MTD2273,288.15,1.4625,Radial Growth Rate
MTD2273,305.15,1.7730000000000001,Radial Growth Rate
MTD2273,308.15,0.126,Radial Growth Rate
MTD2273,310.15,0.0,Radial Growth Rate
MTD2273,284.15,0.8325,Radial Growth Rate
MTD2273,293.15,2.7539999999999996,Radial Growth Rate
MTD2273,298.15,4.05,Radial Growth Rate
MTD2273,303.15,3.5505,Radial Growth Rate
MTD2273,281.15,0.423,Radial Growth Rate
MTD2274,310.15,0.0,Radial Growth Rate
MTD2274,293.15,1.722,Radial Growth Rate
MTD2274,288.15,0.9618,Radial Growth Rate
MTD2274,284.15,0.5082,Radial Growth Rate
MTD2274,305.15,1.1256,Radial Growth Rate
MTD2274,298.15,3.9354,Radial Growth Rate
MTD2274,303.15,3.1794,Radial Growth Rate
MTD2274,281.15,0.2352,Radial Growth Rate
MTD2274,308.15,0.0336,Radial Growth Rate
MTD2274,301.15,4.2,Radial Growth Rate
MTD2275,310.15,0.0,Radial Growth Rate
MTD2275,305.15,0.4601,Radial Growth Rate
MTD2275,303.15,1.4663,Radial Growth Rate
MTD2275,301.15,2.4983,Radial Growth Rate
MTD2275,293.15,3.9302,Radial Growth Rate
MTD2275,288.15,2.7047,Radial Growth Rate
MTD2275,284.15,1.5566,Radial Growth Rate
MTD2275,281.15,0.903,Radial Growth Rate
MTD2275,298.15,4.3,Radial Growth Rate
MTD2275,308.15,0.0516,Radial Growth Rate
MTD2276,301.15,1.7730000000000001,Radial Growth Rate
MTD2276,284.15,1.0859999999999999,Radial Growth Rate
MTD2276,288.15,2.037,Radial Growth Rate
MTD2276,281.15,0.6509999999999999,Radial Growth Rate
MTD2276,293.15,3.0,Radial Growth Rate
MTD2276,310.15,0.0,Radial Growth Rate
MTD2276,308.15,0.0,Radial Growth Rate
MTD2276,305.15,0.0,Radial Growth Rate
MTD2276,303.15,0.078,Radial Growth Rate
MTD2276,298.15,2.952,Radial Growth Rate
MTD2277,284.15,1.128,Radial Growth Rate
MTD2277,305.15,2.0112,Radial Growth Rate
MTD2277,281.15,0.4896,Radial Growth Rate
MTD2277,298.15,4.8,Radial Growth Rate
MTD2277,301.15,4.632,Radial Growth Rate
MTD2277,293.15,4.008,Radial Growth Rate
MTD2277,310.15,0.0,Radial Growth Rate
MTD2277,288.15,2.568,Radial Growth Rate
MTD2277,303.15,3.2016,Radial Growth Rate
MTD2277,308.15,0.01008,Radial Growth Rate
MTD2278,298.15,4.6,Radial Growth Rate
MTD2278,281.15,0.4646,Radial Growth Rate
MTD2278,284.15,1.0718,Radial Growth Rate
MTD2278,308.15,0.1288,Radial Growth Rate
MTD2278,310.15,0.0,Radial Growth Rate
MTD2278,301.15,4.3838,Radial Growth Rate
MTD2278,293.15,2.9762,Radial Growth Rate
MTD2278,288.15,1.3708,Radial Growth Rate
MTD2278,305.15,2.3322,Radial Growth Rate
MTD2278,303.15,3.4086,Radial Growth Rate
MTD2279,284.15,0.5177,Radial Growth Rate
MTD2279,281.15,0.3007,Radial Growth Rate
MTD2279,301.15,2.9512,Radial Growth Rate
MTD2279,310.15,0.0,Radial Growth Rate
MTD2279,308.15,0.0744,Radial Growth Rate
MTD2279,305.15,1.0168,Radial Growth Rate
MTD2279,303.15,2.0987,Radial Growth Rate
MTD2279,293.15,2.8148,Radial Growth Rate
MTD2279,298.15,3.1,Radial Growth Rate
MTD2279,288.15,1.4508,Radial Growth Rate
MTD2280,284.15,0.9789,Radial Growth Rate
MTD2280,288.15,1.9266,Radial Growth Rate
MTD2280,281.15,0.039,Radial Growth Rate
MTD2280,303.15,2.7495,Radial Growth Rate
MTD2280,310.15,0.0,Radial Growth Rate
MTD2280,293.15,3.4632,Radial Growth Rate
MTD2280,298.15,3.9,Radial Growth Rate
MTD2280,305.15,1.5951,Radial Growth Rate
MTD2280,301.15,3.6816,Radial Growth Rate
MTD2280,308.15,0.0,Radial Growth Rate
MTD2281,284.15,0.98,Radial Growth Rate
MTD2281,303.15,3.22,Radial Growth Rate
MTD2281,305.15,2.29,Radial Growth Rate
MTD2281,308.15,0.11,Radial Growth Rate
MTD2281,310.15,0.0,Radial Growth Rate
MTD2281,298.15,5.0,Radial Growth Rate
MTD2281,288.15,2.22,Radial Growth Rate
MTD2281,301.15,4.65,Radial Growth Rate
MTD2281,293.15,3.985,Radial Growth Rate
MTD2281,281.15,0.425,Radial Growth Rate
MTD2282,303.15,3.7408,Radial Growth Rate
MTD2282,293.15,4.3904,Radial Growth Rate
MTD2282,288.15,2.4136,Radial Growth Rate
MTD2282,305.15,2.6376,Radial Growth Rate
MTD2282,284.15,0.8456,Radial Growth Rate
MTD2282,281.15,0.196,Radial Growth Rate
MTD2282,308.15,0.3584,Radial Growth Rate
MTD2282,310.15,0.0,Radial Growth Rate
MTD2282,298.15,5.6,Radial Growth Rate
MTD2282,301.15,5.4656,Radial Growth Rate
MTD2283,288.15,2.53,Radial Growth Rate
MTD2283,284.15,1.32,Radial Growth Rate
MTD2283,301.15,4.505,Radial Growth Rate
MTD2283,310.15,0.025,Radial Growth Rate
MTD2283,298.15,5.0,Radial Growth Rate
MTD2283,281.15,0.52,Radial Growth Rate
MTD2283,308.15,0.0155,Radial Growth Rate
MTD2283,303.15,2.7,Radial Growth Rate
MTD2283,293.15,3.705,Radial Growth Rate
MTD2283,305.15,1.095,Radial Growth Rate
MTD2284,310.15,0.0,Radial Growth Rate
